,Customer Code,Month 1 Sales Amount,Month 2 Sales Amount,Month 3 Sales Amount,Gender,Shop Name,Month 1 Customer Status,Month 2 Customer Status,Month 3 Customer Status,Total Sales Amount
9187,AP00670791,680.0,0.0,0.0,Male,SQ Birichina LTD (Unit-1),yes,no,no,680.0
9188,AP00670845,680.0,680.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,yes,no,1360.0
9189,AP00670934,508.0,231.0,725.0,Male,SQ Birichina LTD (Unit-1),yes,yes,yes,1464.0
9190,AP00670966,680.0,680.0,816.0,Female,SQ Birichina LTD (Unit-2),yes,yes,yes,2176.0
9191,AP00670988,376.0,571.0,298.0,Female,SQ Birichina LTD (Unit-2),yes,yes,yes,1245.0
9192,AP00671012,282.0,1369.0,1315.0,Female,SQ Birichina LTD (Unit-2),yes,yes,yes,2966.0
9193,AP00708067,2370.0,0.0,0.0,Male,SQ Celsius LTD (Unit 1),yes,no,no,2370.0
9194,AP00708073,2336.0,0.0,0.0,Male,SQ Celsius LTD (Unit 1),yes,no,no,2336.0
9195,AP00708083,1173.0,0.0,0.0,Male,SQ Celsius LTD (Unit 1),yes,no,no,1173.0
9196,AP00708090,380.0,0.0,0.0,Female,SQ Celsius LTD (Unit 1),yes,no,no,380.0
9197,AP00708161,2436.0,0.0,2642.0,Male,SQ Celsius LTD (Unit 1),yes,no,yes,5078.0
9198,AP00708211,780.0,452.0,0.0,Male,SQ Celsius LTD (Unit 1),yes,yes,no,1232.0
9199,AP00708233,138.0,0.0,0.0,Male,SQ Celsius LTD (Unit 1),yes,no,no,138.0
9200,AP02305814,2856.0,170.0,0.0,Male,Concorde Garments Ltd.,yes,yes,no,3026.0
9201,AP02305832,3059.0,1856.0,1476.0,Male,Concorde Garments Ltd.,yes,yes,yes,6391.0
9202,AP02305835,653.0,0.0,0.0,Male,Concorde Garments Ltd.,yes,no,no,653.0
9203,AP02305850,318.0,351.0,359.0,Female,Concorde Garments Ltd.,yes,yes,yes,1028.0
9204,AP02305864,2280.0,2626.0,0.0,Female,Concorde Garments Ltd.,yes,yes,no,4906.0
9205,AP02305873,2545.0,0.0,0.0,Male,Concorde Garments Ltd.,yes,no,no,2545.0
9206,AP02305888,20.0,0.0,0.0,Female,Concorde Garments Ltd.,yes,no,no,20.0
9207,AP02305892,943.0,0.0,0.0,Female,Concorde Garments Ltd.,yes,no,no,943.0
9208,AP02305898,1272.0,2962.0,3509.0,Female,Concorde Garments Ltd.,yes,yes,yes,7743.0
9209,AP02305901,1508.0,0.0,0.0,Male,Concorde Garments Ltd.,yes,no,no,1508.0
9210,AP02305906,2015.0,1755.0,0.0,Female,Concorde Garments Ltd.,yes,yes,no,3770.0
9211,AP02305912,1077.0,734.0,0.0,Female,Concorde Garments Ltd.,yes,yes,no,1811.0
9212,AP02305921,2925.0,0.0,0.0,Female,Concorde Garments Ltd.,yes,no,no,2925.0
9213,AP02305926,315.0,0.0,0.0,Male,Concorde Garments Ltd.,yes,no,no,315.0
9214,AP02305941,1327.0,709.0,0.0,Male,Concorde Garments Ltd.,yes,yes,no,2036.0
9215,AP02305954,2608.0,1575.0,0.0,Male,Concorde Garments Ltd.,yes,yes,no,4183.0
9216,AP02305971,20.0,0.0,2300.0,Female,Concorde Garments Ltd.,yes,no,yes,2320.0
9217,AP02305976,2710.0,890.0,2797.0,Male,Concorde Garments Ltd.,yes,yes,yes,6397.0
9218,AP02305988,928.0,2815.0,0.0,Female,Concorde Garments Ltd.,yes,yes,no,3743.0
9219,AP02305992,1278.0,0.0,0.0,Female,Concorde Garments Ltd.,yes,no,no,1278.0
9220,AP02306003,3016.0,1804.0,2990.0,Male,Concorde Garments Ltd.,yes,yes,yes,7810.0
9221,AP01805522,469.0,0.0,0.0,Female,Green Smart Shirts Ltd.,yes,no,no,469.0
9222,AP01805523,494.0,0.0,0.0,Female,Green Smart Shirts Ltd.,yes,no,no,494.0
9223,AP01805532,376.0,0.0,0.0,Female,Green Smart Shirts Ltd.,yes,no,no,376.0
9224,AP01805540,1256.0,764.0,0.0,Female,Green Smart Shirts Ltd.,yes,yes,no,2020.0
9225,AP01805541,856.0,1668.0,0.0,Female,Green Smart Shirts Ltd.,yes,yes,no,2524.0
9226,AP01805547,438.0,0.0,1690.0,Male,Green Smart Shirts Ltd.,yes,no,yes,2128.0
9227,AP01805566,811.0,198.0,0.0,Female,Green Smart Shirts Ltd.,yes,yes,no,1009.0
9228,AP01805568,845.0,532.0,0.0,Female,Green Smart Shirts Ltd.,yes,yes,no,1377.0
9229,AP01805571,680.0,0.0,0.0,Male,Green Smart Shirts Ltd.,yes,no,no,680.0
9230,AP01805574,3716.0,2872.0,3023.0,Male,Green Smart Shirts Ltd.,yes,yes,yes,9611.0
9231,AP01805584,411.0,0.0,0.0,Male,Green Smart Shirts Ltd.,yes,no,no,411.0
9232,AP01805589,1058.0,0.0,770.0,Female,Green Smart Shirts Ltd.,yes,no,yes,1828.0
9233,AP01805590,749.0,1600.0,0.0,Male,Green Smart Shirts Ltd.,yes,yes,no,2349.0
9234,AP01805601,1335.0,0.0,0.0,Male,Green Smart Shirts Ltd.,yes,no,no,1335.0
9235,AP01805607,1693.0,824.0,0.0,Female,Green Smart Shirts Ltd.,yes,yes,no,2517.0
9236,AP01805615,1372.0,0.0,1527.0,Male,Green Smart Shirts Ltd.,yes,no,yes,2899.0
9237,AP01805617,1700.0,0.0,1592.0,Female,Green Smart Shirts Ltd.,yes,no,yes,3292.0
9238,AP01805618,1962.0,0.0,0.0,Female,Green Smart Shirts Ltd.,yes,no,no,1962.0
9239,AP01805622,943.0,1939.0,0.0,Female,Green Smart Shirts Ltd.,yes,yes,no,2882.0
9240,AP01805629,1049.0,0.0,0.0,Female,Green Smart Shirts Ltd.,yes,no,no,1049.0
9241,AP01805630,978.0,0.0,0.0,Female,Green Smart Shirts Ltd.,yes,no,no,978.0
9242,AP01805633,100.0,2110.0,716.0,Male,Green Smart Shirts Ltd.,yes,yes,yes,2926.0
9243,AP01805636,1021.0,0.0,1130.0,Male,Green Smart Shirts Ltd.,yes,no,yes,2151.0
9244,AP01805638,296.0,820.0,952.0,Female,Green Smart Shirts Ltd.,yes,yes,yes,2068.0
9245,AP01805644,1242.0,1540.0,742.0,Female,Green Smart Shirts Ltd.,yes,yes,yes,3524.0
9246,AP01805645,1697.0,707.0,0.0,Female,Green Smart Shirts Ltd.,yes,yes,no,2404.0
9247,AP01805654,4596.0,909.0,0.0,Male,Green Smart Shirts Ltd.,yes,yes,no,5505.0
9248,AP01805671,1460.0,1550.0,1520.0,Female,Green Smart Shirts Ltd.,yes,yes,yes,4530.0
9249,AP01805676,4735.0,4741.0,4792.0,Male,Green Smart Shirts Ltd.,yes,yes,yes,14268.0
9250,AP01805677,961.0,0.0,0.0,Male,Green Smart Shirts Ltd.,yes,no,no,961.0
9251,AP01805678,1832.0,1894.0,0.0,Male,Green Smart Shirts Ltd.,yes,yes,no,3726.0
9252,AP01805687,1541.0,1173.0,1365.0,Male,Green Smart Shirts Ltd.,yes,yes,yes,4079.0
9253,AP01805693,1633.0,0.0,0.0,Female,Green Smart Shirts Ltd.,yes,no,no,1633.0
9254,AP01805696,136.0,0.0,0.0,Female,Green Smart Shirts Ltd.,yes,no,no,136.0
9255,AP01805698,404.0,0.0,0.0,Male,Green Smart Shirts Ltd.,yes,no,no,404.0
9256,AP01805719,307.0,0.0,0.0,Female,Green Smart Shirts Ltd.,yes,no,no,307.0
9257,AP01805723,704.0,808.0,1314.0,Female,Green Smart Shirts Ltd.,yes,yes,yes,2826.0
9258,AP01805725,685.0,1733.0,0.0,Female,Green Smart Shirts Ltd.,yes,yes,no,2418.0
9259,AP01805731,253.0,0.0,0.0,Female,Green Smart Shirts Ltd.,yes,no,no,253.0
9260,AP01805735,1650.0,1525.0,0.0,Female,Green Smart Shirts Ltd.,yes,yes,no,3175.0
9261,AP01805736,1650.0,665.0,0.0,Male,Green Smart Shirts Ltd.,yes,yes,no,2315.0
9262,AP01805739,654.0,470.0,0.0,Female,Green Smart Shirts Ltd.,yes,yes,no,1124.0
9263,AP01805741,1140.0,1599.0,0.0,Female,Green Smart Shirts Ltd.,yes,yes,no,2739.0
9264,AP01805751,530.0,0.0,0.0,Female,Green Smart Shirts Ltd.,yes,no,no,530.0
9265,AP01805762,1694.0,1856.0,0.0,Female,Green Smart Shirts Ltd.,yes,yes,no,3550.0
9266,AP01902198,1320.0,0.0,0.0,Female,PICARD,yes,no,no,1320.0
9267,AP01902199,1729.0,0.0,0.0,Male,PICARD,yes,no,no,1729.0
9268,AP01902206,1811.0,0.0,0.0,Male,PICARD,yes,no,no,1811.0
9269,AP01902227,199.0,0.0,0.0,Female,PICARD,yes,no,no,199.0
9270,AP01902232,2152.0,0.0,0.0,Female,PICARD,yes,no,no,2152.0
9271,AP01902244,1390.0,0.0,0.0,Female,PICARD,yes,no,no,1390.0
9272,AP00311571,610.0,0.0,0.0,Female,Renaissance Apparels Ltd.,yes,no,no,610.0
9273,AP00311573,1290.0,0.0,88.0,Female,Renaissance Apparels Ltd.,yes,no,yes,1378.0
9274,AP00311574,1209.0,0.0,0.0,Female,Renaissance Apparels Ltd.,yes,no,no,1209.0
9275,AP00311575,10.0,0.0,0.0,Female,Renaissance Apparels Ltd.,yes,no,no,10.0
9276,AP00311576,30.0,0.0,0.0,Female,Renaissance Apparels Ltd.,yes,no,no,30.0
9277,AP00311578,7874.0,0.0,0.0,Female,Renaissance Apparels Ltd.,yes,no,no,7874.0
9278,AP00311581,30.0,0.0,0.0,Male,Renaissance Apparels Ltd.,yes,no,no,30.0
9279,AP00311582,30.0,0.0,0.0,Female,Renaissance Apparels Ltd.,yes,no,no,30.0
9280,AP00311586,2804.0,0.0,0.0,Male,Renaissance Apparels Ltd.,yes,no,no,2804.0
9281,AP00311589,438.0,515.0,302.0,Male,Renaissance Apparels Ltd.,yes,yes,yes,1255.0
9282,AP00311590,1360.0,0.0,0.0,Male,Renaissance Apparels Ltd.,yes,no,no,1360.0
9283,AP00311594,1986.0,341.0,434.0,Male,Renaissance Apparels Ltd.,yes,yes,yes,2761.0
9284,AP00311598,680.0,246.0,0.0,Male,Renaissance Apparels Ltd.,yes,yes,no,926.0
9285,AP00311601,1280.0,0.0,0.0,Male,Renaissance Apparels Ltd.,yes,no,no,1280.0
9286,AP00311602,10.0,0.0,0.0,Female,Renaissance Apparels Ltd.,yes,no,no,10.0
9287,AP00311603,935.0,0.0,0.0,Female,Renaissance Apparels Ltd.,yes,no,no,935.0
9288,AP00311604,650.0,0.0,0.0,Female,Renaissance Apparels Ltd.,yes,no,no,650.0
9289,AP00311607,1500.0,363.0,0.0,Male,Renaissance Apparels Ltd.,yes,yes,no,1863.0
9290,AP00311608,2630.0,0.0,0.0,Male,Renaissance Apparels Ltd.,yes,no,no,2630.0
9291,AP00311614,680.0,0.0,0.0,Male,Renaissance Apparels Ltd.,yes,no,no,680.0
9292,AP00311615,680.0,0.0,0.0,Male,Renaissance Apparels Ltd.,yes,no,no,680.0
9293,AP00311619,107.0,95.0,0.0,Male,Renaissance Apparels Ltd.,yes,yes,no,202.0
9294,AP00311621,1360.0,0.0,0.0,Male,Renaissance Apparels Ltd.,yes,no,no,1360.0
9295,AP00311622,957.0,0.0,0.0,Female,Renaissance Apparels Ltd.,yes,no,no,957.0
9296,AP00311623,3200.0,0.0,0.0,Male,Renaissance Apparels Ltd.,yes,no,no,3200.0
9297,AP00311625,2525.0,0.0,0.0,Male,Renaissance Apparels Ltd.,yes,no,no,2525.0
9298,AP00311630,1171.0,0.0,0.0,Female,Renaissance Apparels Ltd.,yes,no,no,1171.0
9299,AP00311632,1360.0,0.0,0.0,Male,Renaissance Apparels Ltd.,yes,no,no,1360.0
9300,AP00311636,3017.0,0.0,0.0,Male,Renaissance Apparels Ltd.,yes,no,no,3017.0
9301,AP00311644,1439.0,0.0,0.0,Female,Renaissance Apparels Ltd.,yes,no,no,1439.0
9302,AP00311645,633.0,0.0,0.0,Male,Renaissance Apparels Ltd.,yes,no,no,633.0
9303,AP00311646,1360.0,0.0,0.0,Male,Renaissance Apparels Ltd.,yes,no,no,1360.0
9304,AP00311648,10.0,0.0,0.0,Female,Renaissance Apparels Ltd.,yes,no,no,10.0
9305,AP00311650,185.0,0.0,0.0,Male,Renaissance Apparels Ltd.,yes,no,no,185.0
9306,AP00311651,36.0,0.0,0.0,Female,Renaissance Apparels Ltd.,yes,no,no,36.0
9307,AP00311654,1360.0,190.0,0.0,Male,Renaissance Apparels Ltd.,yes,yes,no,1550.0
9308,AP01297296,2509.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,2509.0
9309,AP01297298,36.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,36.0
9310,AP01005013,561.0,640.0,0.0,Male,Southern Garments Ltd.,yes,yes,no,1201.0
9311,AP01005026,2995.0,2999.0,0.0,Male,Southern Garments Ltd.,yes,yes,no,5994.0
9312,AP01005031,66.0,0.0,0.0,Male,Southern Garments Ltd.,yes,no,no,66.0
9313,AP01005032,1780.0,2976.0,994.0,Male,Southern Garments Ltd.,yes,yes,yes,5750.0
9314,AP01005034,2978.0,3160.0,1602.0,Male,Southern Garments Ltd.,yes,yes,yes,7740.0
9315,AP01005035,1767.0,0.0,0.0,Male,Southern Garments Ltd.,yes,no,no,1767.0
9316,AP01005042,1570.0,0.0,0.0,Male,Southern Garments Ltd.,yes,no,no,1570.0
9317,AP01005046,991.0,909.0,0.0,Male,Southern Garments Ltd.,yes,yes,no,1900.0
9318,AP01005047,2981.0,3328.0,3044.0,Male,Southern Garments Ltd.,yes,yes,yes,9353.0
9319,AP01005052,140.0,0.0,0.0,Male,Southern Garments Ltd.,yes,no,no,140.0
9320,AP01005059,2074.0,2023.0,2285.0,Male,Southern Garments Ltd.,yes,yes,yes,6382.0
9321,AP01005072,345.0,1186.0,1127.0,Female,Southern Garments Ltd.,yes,yes,yes,2658.0
9322,AP01005081,768.0,1526.0,0.0,Female,Southern Garments Ltd.,yes,yes,no,2294.0
9323,AP01005098,2394.0,994.0,0.0,Male,Southern Garments Ltd.,yes,yes,no,3388.0
9324,AP01005102,1152.0,0.0,0.0,Female,Southern Garments Ltd.,yes,no,no,1152.0
9325,AP01005105,680.0,0.0,1453.0,Male,Southern Garments Ltd.,yes,no,yes,2133.0
9326,AP01005106,680.0,2185.0,0.0,Female,Southern Garments Ltd.,yes,yes,no,2865.0
9327,AP01005108,1167.0,602.0,0.0,Female,Southern Garments Ltd.,yes,yes,no,1769.0
9328,AP01005117,1002.0,0.0,0.0,Female,Southern Garments Ltd.,yes,no,no,1002.0
9329,AP01005123,2941.0,938.0,0.0,Male,Southern Garments Ltd.,yes,yes,no,3879.0
9330,AP01005126,2920.0,0.0,0.0,Male,Southern Garments Ltd.,yes,no,no,2920.0
9331,AP01005133,262.0,0.0,0.0,Female,Southern Garments Ltd.,yes,no,no,262.0
9332,AP01005142,1950.0,0.0,0.0,Female,Southern Garments Ltd.,yes,no,no,1950.0
9333,AP02403114,2798.0,1427.0,225.0,Female,Interfab Shirt,yes,yes,yes,4450.0
9334,AP02403183,1980.0,0.0,0.0,Female,Interfab Shirt,yes,no,no,1980.0
9335,AP02403195,1888.0,0.0,0.0,Female,Interfab Shirt,yes,no,no,1888.0
9336,AP02403227,1868.0,0.0,0.0,Male,Interfab Shirt,yes,no,no,1868.0
9337,AP00404327,642.0,0.0,0.0,Female,MG Niche Stitch Ltd.,yes,no,no,642.0
9338,AP01505639,20.0,2338.0,0.0,Female,Saturn Textiles Ltd.,yes,yes,no,2358.0
9339,AP01505693,50.0,278.0,0.0,Female,Saturn Textiles Ltd.,yes,yes,no,328.0
9340,AP01505711,215.0,0.0,0.0,Female,Saturn Textiles Ltd.,yes,no,no,215.0
9341,AP01505723,60.0,0.0,0.0,Female,Saturn Textiles Ltd.,yes,no,no,60.0
9342,AP02306012,1900.0,2396.0,2404.0,Male,Concorde Garments Ltd.,yes,yes,yes,6700.0
9343,AP02306040,10.0,1018.0,0.0,Female,Concorde Garments Ltd.,yes,yes,no,1028.0
9344,AP02306045,978.0,0.0,0.0,Male,Concorde Garments Ltd.,yes,no,no,978.0
9345,AP02306054,568.0,1408.0,1505.0,Female,Concorde Garments Ltd.,yes,yes,yes,3481.0
9346,AP02306069,1182.0,0.0,0.0,Male,Concorde Garments Ltd.,yes,no,no,1182.0
9347,AP02306076,2068.0,0.0,0.0,Female,Concorde Garments Ltd.,yes,no,no,2068.0
9348,AP02306077,2372.0,2139.0,0.0,Female,Concorde Garments Ltd.,yes,yes,no,4511.0
9349,AP02306078,602.0,0.0,0.0,Male,Concorde Garments Ltd.,yes,no,no,602.0
9350,AP02306080,925.0,0.0,0.0,Male,Concorde Garments Ltd.,yes,no,no,925.0
9351,AP02306103,544.0,0.0,0.0,Male,Concorde Garments Ltd.,yes,no,no,544.0
9352,AP02306105,2603.0,2606.0,1944.0,Female,Concorde Garments Ltd.,yes,yes,yes,7153.0
9353,AP02306106,1107.0,2450.0,2450.0,Female,Concorde Garments Ltd.,yes,yes,yes,6007.0
9354,AP02306108,2444.0,2388.0,2521.0,Female,Concorde Garments Ltd.,yes,yes,yes,7353.0
9355,AP02306110,922.0,0.0,0.0,Male,Concorde Garments Ltd.,yes,no,no,922.0
9356,AP02306113,1089.0,1578.0,0.0,Male,Concorde Garments Ltd.,yes,yes,no,2667.0
9357,AP02306118,1176.0,1396.0,0.0,Male,Concorde Garments Ltd.,yes,yes,no,2572.0
9358,AP02306119,3126.0,0.0,0.0,Male,Concorde Garments Ltd.,yes,no,no,3126.0
9359,AP02306126,973.0,689.0,0.0,Male,Concorde Garments Ltd.,yes,yes,no,1662.0
9360,AP02306128,2155.0,0.0,0.0,Male,Concorde Garments Ltd.,yes,no,no,2155.0
9361,AP02306131,3042.0,3107.0,3115.0,Male,Concorde Garments Ltd.,yes,yes,yes,9264.0
9362,AP02306132,1385.0,0.0,0.0,Male,Concorde Garments Ltd.,yes,no,no,1385.0
9363,AP02306134,300.0,511.0,249.0,Male,Concorde Garments Ltd.,yes,yes,yes,1060.0
9364,AP02306152,1541.0,958.0,0.0,Male,Concorde Garments Ltd.,yes,yes,no,2499.0
9365,AP02306168,1313.0,0.0,0.0,Male,Concorde Garments Ltd.,yes,no,no,1313.0
9366,AP00708392,785.0,1287.0,0.0,Female,SQ Celsius LTD (Unit 1),yes,yes,no,2072.0
9367,AP00708485,1028.0,0.0,2108.0,Male,SQ Celsius LTD (Unit 1),yes,no,yes,3136.0
9368,AP00708529,534.0,0.0,0.0,Male,SQ Celsius LTD (Unit 1),yes,no,no,534.0
9369,AP00708531,1059.0,0.0,0.0,Male,SQ Celsius LTD (Unit 1),yes,no,no,1059.0
9370,AP00708547,2461.0,0.0,0.0,Female,SQ Celsius LTD (Unit 1),yes,no,no,2461.0
9371,AP00708559,264.0,0.0,0.0,Female,SQ Celsius LTD (Unit 1),yes,no,no,264.0
9372,AP00671051,236.0,364.0,1300.0,Male,SQ Celsius LTD (Unit 2),yes,yes,yes,1900.0
9373,AP00671057,2080.0,1401.0,335.0,Male,SQ Celsius LTD (Unit 2),yes,yes,yes,3816.0
9374,AP00671059,920.0,1157.0,934.0,Male,SQ Celsius LTD (Unit 2),yes,yes,yes,3011.0
9375,AP00671074,2594.0,848.0,0.0,Male,SQ Celsius LTD (Unit 2),yes,yes,no,3442.0
9376,AP00671076,1057.0,708.0,522.0,Male,SQ Celsius LTD (Unit 2),yes,yes,yes,2287.0
9377,AP00671087,924.0,0.0,2018.0,Female,SQ Celsius LTD (Unit 2),yes,no,yes,2942.0
9378,AP00671091,1813.0,2290.0,2116.0,Male,SQ Celsius LTD (Unit 2),yes,yes,yes,6219.0
9379,AP00671098,275.0,899.0,0.0,Male,SQ Celsius LTD (Unit 2),yes,yes,no,1174.0
9380,AP00671103,1523.0,1722.0,1287.0,Male,SQ Celsius LTD (Unit 2),yes,yes,yes,4532.0
9381,AP00671115,630.0,198.0,0.0,Male,SQ Celsius LTD (Unit 2),yes,yes,no,828.0
9382,AP00671123,956.0,1400.0,0.0,Female,SQ Celsius LTD (Unit 2),yes,yes,no,2356.0
9383,AP00671130,216.0,272.0,0.0,Male,SQ Celsius LTD (Unit 2),yes,yes,no,488.0
9384,AP00671159,2019.0,2031.0,0.0,Male,SQ Celsius LTD (Unit 2),yes,yes,no,4050.0
9385,AP00671166,454.0,900.0,196.0,Female,SQ Celsius LTD (Unit 2),yes,yes,yes,1550.0
9386,AP00671184,2026.0,2123.0,0.0,Male,SQ Celsius LTD (Unit 2),yes,yes,no,4149.0
9387,AP00671187,400.0,1589.0,0.0,Male,SQ Celsius LTD (Unit 2),yes,yes,no,1989.0
9388,AP00671199,2188.0,1593.0,0.0,Female,SQ Celsius LTD (Unit 2),yes,yes,no,3781.0
9389,AP00671203,421.0,0.0,0.0,Female,SQ Celsius LTD (Unit 2),yes,no,no,421.0
9390,AP00671213,311.0,0.0,0.0,Female,SQ Celsius LTD (Unit 2),yes,no,no,311.0
9391,AP00671218,2476.0,2331.0,1619.0,Female,SQ Celsius LTD (Unit 2),yes,yes,yes,6426.0
9392,AP00671223,2080.0,738.0,448.0,Female,SQ Celsius LTD (Unit 2),yes,yes,yes,3266.0
9393,AP00671230,220.0,0.0,0.0,Male,SQ Celsius LTD (Unit 2),yes,no,no,220.0
9394,AP00671248,664.0,630.0,0.0,Female,SQ Celsius LTD (Unit 2),yes,yes,no,1294.0
9395,AP00671253,703.0,895.0,0.0,Male,SQ Celsius LTD (Unit 2),yes,yes,no,1598.0
9396,AP00671258,1138.0,902.0,0.0,Male,SQ Celsius LTD (Unit 2),yes,yes,no,2040.0
9397,AP00671263,496.0,1601.0,880.0,Male,SQ Celsius LTD (Unit 2),yes,yes,yes,2977.0
9398,AP00671264,292.0,0.0,741.0,Male,SQ Celsius LTD (Unit 2),yes,no,yes,1033.0
9399,AP00671267,772.0,608.0,558.0,Male,SQ Celsius LTD (Unit 2),yes,yes,yes,1938.0
9400,AP00671268,2360.0,675.0,0.0,Male,SQ Celsius LTD (Unit 2),yes,yes,no,3035.0
9401,AP00671273,1382.0,0.0,0.0,Male,SQ Celsius LTD (Unit 2),yes,no,no,1382.0
9402,AP00671279,946.0,1243.0,2356.0,Male,SQ Celsius LTD (Unit 2),yes,yes,yes,4545.0
9403,AP00671283,3273.0,2425.0,0.0,Male,SQ Celsius LTD (Unit 2),yes,yes,no,5698.0
9404,AP00671284,2154.0,0.0,0.0,Male,SQ Celsius LTD (Unit 2),yes,no,no,2154.0
9405,AP00671299,1912.0,0.0,0.0,Male,SQ Birichina LTD (Unit-1),yes,no,no,1912.0
9406,AP00671308,6745.0,3746.0,4429.0,Male,SQ Birichina LTD (Unit-1),yes,yes,yes,14920.0
9407,AP00671313,813.0,1354.0,0.0,Male,SQ Birichina LTD (Unit-1),yes,yes,no,2167.0
9408,AP00671334,1360.0,0.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,no,no,1360.0
9409,AP00671335,1318.0,2318.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,yes,no,3636.0
9410,AP00671350,220.0,497.0,827.0,Female,SQ Birichina LTD (Unit-1),yes,yes,yes,1544.0
9411,AP00671361,925.0,0.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,no,no,925.0
9412,AP00671363,1084.0,0.0,464.0,Female,SQ Birichina LTD (Unit-1),yes,no,yes,1548.0
9413,AP00671371,1350.0,1363.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,yes,no,2713.0
9414,AP00671388,1856.0,120.0,1275.0,Male,SQ Birichina LTD (Unit-1),yes,yes,yes,3251.0
9415,AP00671408,678.0,0.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,no,no,678.0
9416,AP00671413,1206.0,1243.0,0.0,Male,SQ Birichina LTD (Unit-1),yes,yes,no,2449.0
9417,AP00671415,2575.0,2363.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,yes,no,4938.0
9418,AP00671425,952.0,583.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,yes,no,1535.0
9419,AP00671433,175.0,400.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,yes,no,575.0
9420,AP00671437,310.0,0.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,no,no,310.0
9421,AP00671439,1460.0,0.0,0.0,Male,SQ Birichina LTD (Unit-1),yes,no,no,1460.0
9422,AP00671457,501.0,345.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,yes,no,846.0
9423,AP00671468,828.0,0.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,no,no,828.0
9424,AP00671474,707.0,281.0,820.0,Female,SQ Birichina LTD (Unit-1),yes,yes,yes,1808.0
9425,AP00671487,990.0,1006.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,yes,no,1996.0
9426,AP00671503,472.0,1262.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,yes,no,1734.0
9427,AP00671511,110.0,275.0,0.0,Male,SQ Birichina LTD (Unit-1),yes,yes,no,385.0
9428,AP00671520,380.0,337.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,yes,no,717.0
9429,AP00671526,1186.0,2020.0,2056.0,Female,SQ Birichina LTD (Unit-1),yes,yes,yes,5262.0
9430,AP00671536,1010.0,0.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,no,no,1010.0
9431,AP00671546,1195.0,0.0,0.0,Female,SQ Birichina LTD (Unit-1),yes,no,no,1195.0
9432,AP00671570,365.0,0.0,0.0,Female,SQ Birichina LTD (Unit-2),yes,no,no,365.0
9433,AP00671578,1142.0,1057.0,0.0,Female,SQ Birichina LTD (Unit-2),yes,yes,no,2199.0
9434,AP00671621,546.0,0.0,0.0,Female,SQ Birichina LTD (Unit-2),yes,no,no,546.0
9435,AP00671635,521.0,0.0,0.0,Female,SQ Birichina LTD (Unit-2),yes,no,no,521.0
9436,AP00671636,100.0,0.0,0.0,Female,SQ Birichina LTD (Unit-2),yes,no,no,100.0
9437,AP00671638,527.0,0.0,0.0,Male,SQ Birichina LTD (Unit-2),yes,no,no,527.0
9438,AP00671646,300.0,0.0,0.0,Female,SQ Birichina LTD (Unit-2),yes,no,no,300.0
9439,AP00671649,464.0,1567.0,0.0,Male,SQ Birichina LTD (Unit-2),yes,yes,no,2031.0
9440,AP00671662,405.0,1198.0,0.0,Female,SQ Birichina LTD (Unit-2),yes,yes,no,1603.0
9441,AP00671664,1771.0,0.0,0.0,Female,SQ Birichina LTD (Unit-2),yes,no,no,1771.0
9442,AP00671668,655.0,0.0,0.0,Female,SQ Birichina LTD (Unit-2),yes,no,no,655.0
9443,AP00671684,1764.0,1048.0,4487.0,Male,SQ Birichina LTD (Unit-2),yes,yes,yes,7299.0
9444,AP00671693,3567.0,0.0,0.0,Male,SQ Birichina LTD (Unit-2),yes,no,no,3567.0
9445,AP02214145,573.0,0.0,0.0,Female,Ananta Sportswear Ltd.,yes,no,no,573.0
9446,AP02214237,100.0,0.0,0.0,Female,Ananta Sportswear Ltd.,yes,no,no,100.0
9447,AP02502420,1721.0,0.0,0.0,Female,Triple Apparels Ltd.,yes,no,no,1721.0
9448,AP02502432,643.0,0.0,0.0,Male,Triple Apparels Ltd.,yes,no,no,643.0
9449,AP02502463,680.0,0.0,0.0,Male,Triple Apparels Ltd.,yes,no,no,680.0
9450,AP02502467,1287.0,0.0,0.0,Female,Triple Apparels Ltd.,yes,no,no,1287.0
9451,AP02502468,1098.0,0.0,0.0,Female,Triple Apparels Ltd.,yes,no,no,1098.0
9452,AP02502477,1360.0,0.0,0.0,Female,Triple Apparels Ltd.,yes,no,no,1360.0
9453,AP02502486,1523.0,0.0,0.0,Male,Triple Apparels Ltd.,yes,no,no,1523.0
